stop_id,stop_name,lat,lon
B01710P,Jln. Warakas VI Gg. 20,-6.126022,106.87367
B01711P,Jln. Waru Raya Cilangkap,-6.341002,106.90437
B01713P,Jln. Wijaya I,-6.231789,106.88646
B01714P,Jln. Wisma Semar,-6.310604,106.80571
B01715P,Jln. Wr Supratman,-6.305661,106.75749
B01716P,Jln. WW Sukabumi Selatan,-6.213665,106.77686
B01717P,Jln. Yunus 2 Sukabumi Utara,-6.204318,106.78292
B01719P,Jambul,-6.259055,106.86404
B01720P,Jamsostek,-6.233804,106.82229
B01721P,Jamsostek Gatot Subroto,-6.232925,106.82187
B01722P,Janur Kuning Residence,-6.163191,106.90349
B01723P,Jasa Marga Cililitan 1,-6.26477,106.87237
B01724P,Jasa Marga Cililitan 2,-6.264703,106.87224
B01725P,Jasa Warga,-6.380045,106.85354
B01726P,Jasamarga Toll Road Maintenance,-6.291584,106.8807
B01728P,Jatibening 1,-6.257161,106.94651
B01729P,Jatibening 2,-6.257093,106.94168
B01730P,Jatinegara Kaum Raya Bekasi,-6.203351,106.90407
B01731P,Jatinegara RS Primier 1,-6.221992,106.86818
B01732P,Jatinegara Timur,-6.220486,106.86825
B01733P,Jatipadang Raya,-6.293986,106.82335
B01735P,Jelambar 1,-6.166461,106.78707
B01737P,Jembatan Biru,-6.142184,106.83342
B01738P,Jembatan BKT Pendidikan Raya 1,-6.229216,106.91736
B01739P,Jembatan BKT Pendidikan Raya 2,-6.229245,106.91753
B01740P,Jembatan Buperta Tol Jagorawi,-6.368267,106.89449
B01741P,Jembatan Cempaka Mas Utara,-6.16198,106.87432
B01745P,Jembatan Item,-6.130078,106.85492
B01746P,Jembatan Kali Tegal Amba,-6.222926,106.90534
B01747P,Jembatan Kapuk Kamal PIS1,-6.124383,106.75175
B01748P,Jembatan Kayu Jati 1,-6.189407,106.88707
B01749P,Jembatan Kayu Jati 2,-6.18936,106.88684
B01750P,Jembatan Kayu Putih Selatan,-6.188486,106.89125
B01751P,Jembatan Kota Intan,-6.132329,106.81055
B01752P,Jembatan Marunda Makmur,-6.105728,106.96801
B01753P,Jembatan Merah 1,-6.221164,106.84618
B01754P,Jembatan Merah 2,-6.146531,106.83442
B01755P,Jembatan Merah 3,-6.147901,106.8343
B01756P,Jembatan Pantai Indah Utara 1,-6.121889,106.75204
B01758P,Jembatan Pedati Raya,-6.22682,106.87054
B01759P,Jembatan Perempatan Cempaka Putih Timur,-6.176422,106.87311
B01760P,Jembatan Pesakih Semanan,-6.155824,106.716
B01761P,Jembatan Pintu 1,-6.300551,106.88367
B01762P,Jembatan Pintu Satu,-6.300382,106.88363
B01763P,Jembatan Pluit Karang Timur,-6.112754,106.78439
B01765P,Jembatan Sapi Cilincing Bakti,-6.106641,106.93905
B01766P,Jembatan Serong,-6.182204,106.81814
B01768P,Jembatan Sungai Landak 1,-6.104743,106.93983
B01769P,Jembatan Sungai Landak 2,-6.104777,106.93998
B01770P,Jembatan Taman Kota,-6.157634,106.75751
B01771P,Jembatan Tegal Amba,-6.222874,106.90536
B01773P,Jembatan Tiga 2,-6.132751,106.79245
B01775P,JGC Indonesia,-6.292627,106.80196
B01776P,JGC Utama,-6.171049,106.94337
B01778P,JIEP 1,-6.192968,106.90579
B01779P,Jiep 2,-6.192554,106.90569
B01780P,Joe,-6.318127,106.83576
B01781P,Joglo,-6.220009,106.74171
B01784P,JPO Asrama Polri Cideng,-6.17963,106.81277
B01785P,JPO Barat Pondok Indah 1,-6.28723,106.77936
B01786P,JPO Blok E,-6.184738,106.81492
B01787P,JPO Blok G,-6.188861,106.81135
B01790P,JPO Timur Pondok Indah 1,-6.287054,106.77989
B01792P,Juraganan,-6.220342,106.79119
B01793P,Kali Besar Barat 1,-6.135487,106.81131
B01794P,Kalibata City 1,-6.255951,106.85404
B01795P,Kalibata City 2,-6.255816,106.85237
B01798P,Kalideres 1,-6.154249,106.70544
B01799P,Kalisari Lapan Balai Kimia,-6.342833,106.85814
B01802P,Kampung Irian Gg. IV,-6.155068,106.86172
B01803P,Kampung Jembatan Ngurah Rai,-6.216438,106.92909
B01804P,Kampung Melayu Besar 2,-6.225314,106.86292
B01805P,Kampung Melayu Kecil,-6.22499,106.86306
B01806P,Kampung Padaengan 1,-6.189361,106.93472
B01807P,Kampung Padaengan 2,-6.189465,106.93484
B01808P,Kampus 2 Uin,-6.305821,106.75748
B01809P,Kampus IISIP,-6.323176,106.83487
B01811P,Kampus Uin 1,-6.307572,106.75603
B01812P,Kampus Uin 2,-6.307533,106.75621
B01813P,Kanisius,-6.185327,106.83551
B01816P,Kantor Pos Cikini,-6.187423,106.83654
B01817P,Kantor Pos Dukuh,-6.291703,106.87567
B01818P,Kantor Pos Fatmawati,-6.294496,106.79505
B01819P,Kantor Pos Halim 1,-6.251277,106.88945
B01820P,Kantor Pos Halim 2,-6.251103,106.88925
B01821P,Kantor Pos Jaktim,-6.193674,106.9012
B01822P,Kantor Pos Kebayoran Lama,-6.249119,106.778
B01823P,Kantor Pos Kb. Jeruk,-6.197923,106.76353
B01824P,Kantor Pos Lapangan Banteng,-6.16877,106.83507
B01825P,Kantor Pos Mampang,-6.240216,106.82259
B01826P,Kantor Pos Pondok Bambu,-6.231973,106.89742
B01828P,Kapin,-6.248853,106.93019
B01829P,Karang Asri,-6.112414,106.77306
B01830P,Karang Asri 2,-6.116073,106.77399
B01831P,Karet Kuningan 1,-6.217406,106.83108
B01832P,Karet Kuningan 2,-6.217312,106.83068
B01833P,Karet Pedurenan 1,-6.221933,106.82093
B01834P,Karet Pedurenan 2,-6.221462,106.82109
B01835P,Karet Sudirman 1,-6.212995,106.82
B01836P,Karet Sudirman 2,-6.213105,106.81936
B01837P,Karet Sudirman 3,-6.212197,106.81995
B01838P,Karet Tengsin,-6.20698,106.81696
B01839P,Kartika Candra,-6.228333,106.81878
B01840P,Kartini,-6.199557,106.82891
B01841P,Kartini Hospital 1,-6.238072,106.76997
B01842P,Kartini Hospital 2,-6.237876,106.76942
B01843P,Kav Agraria Duren Sawit,-6.247691,106.91204
B01844P,Kav Marinir Kalimalang,-6.247975,106.92659
B01846P,Kav Polri Blok E Jagakarsa,-6.314309,106.81633
B01847P,Kav Polri Blok H Jagakarsa,-6.312293,106.81629
B01848P,Kavling DKI Meruya Selatan,-6.21501,106.73194
B01849P,Kavling Pengadilan Jln. Dermaga,-6.222991,106.9072
B01850P,Kayu Mas,-6.17911,106.90255
B01851P,Kayu Tinggi,-6.184407,106.94383
B01852P,Kayuringin 1,-6.245825,106.99277
B01853P,Kayuringin 2,-6.245948,106.99247
B01855P,KBN Marunda 2,-6.110318,106.94452
B01857P,Kebagusan Raya,-6.296314,106.82703
B01858P,Kebantenan,-6.114554,106.9264
B01859P,Kebayoran Baru Velbak 1,-6.239561,106.78532
B01860P,Kebayoran Baru Velbak 2,-6.239272,106.78492
B01861P,Kb. Baru,-6.115869,106.92448
B01862P,Kb. Jeruk 1,-6.194741,106.76878
B01863P,Kb. Kangkung,-6.179638,106.644
B01864P,Kb. Nanas,-6.221291,106.63364
B01865P,Kec. Cakung,-6.183887,106.94001
B01866P,Kec. Cengkareng 2,-6.150125,106.72713
B01867P,Kec. Cilincing,-6.102739,106.93894
B01868P,Kec. Cipayung,-6.328612,106.88789
B01870P,Kec. Grogol Petamburan,-6.178341,106.7833
B01871P,Kec. Jagakarsa,-6.334534,106.82144
B01873P,Kec. Kb. Jeruk,-6.198513,106.76455
B01874P,Kec. Kelapa Gading,-6.162414,106.9078
B01875P,Kec. Kembangan,-6.195068,106.74247
B01877P,Kec. Kramat Jati,-6.284472,106.87141
B01878P,Kec. Kramat Jati 2,-6.284729,106.87136
B01879P,Kec. Makasar,-6.279139,106.87881
B01880P,Kec. Palmerah,-6.199314,106.7877
B01881P,Kec. Pasar Minggu,-6.285563,106.8353
B01882P,Kec. Pesanggrahan,-6.256912,106.7564
B01883P,Kec. Pesanggrahan 1,-6.257396,106.75633
B01886P,Kec. Taman Sari,-6.134776,106.81481
B01887P,Kec. Tanah Abang,-6.200098,106.815
B01888P,Kec. Tebet 1,-6.23204,106.84534
B01889P,Kec. Tebet 2,-6.23151,106.84564
B01890P,Kedawu Residence Ciracas,-6.338318,106.87967
B01891P,Kedongdong,-6.383095,106.82952
B01893P,Kedubes Malaysia,-6.22384,106.83259
B01894P,Kehakiman,-6.176674,106.64456
B01896P,Kejaksaan Negeri Jakbar,-6.184648,106.73731
B01898P,Kelapa Cengkir Barat XI,-6.163816,106.9068
B01899P,Kelapa Dua Sasak 1,-6.205051,106.76931
B01900P,Kelapa Gading Square,-6.149744,106.88993
B01901P,Kelapa Gading Utama,-6.176481,106.89487
B01903P,Kel. Batu Ampar,-6.283309,106.85943
B01904P,Kel. Benhil,-6.201552,106.80809
B01905P,Kel. Bintaro,-6.273047,106.76405
B01907P,Kel. Cibubur,-6.349525,106.87666
B01908P,Kel. Cijantung,-6.325792,106.8619
B01909P,Kel. Cililitan,-6.259599,106.86875
B01910P,Kel. Cilincing,-6.107088,106.93815
B01911P,Kel. Ciracas,-6.328805,106.8775
B01912P,Kel. Dukuh,-6.292349,106.877
B01913P,Kel. Duren Sawit,-6.230817,106.91423
B01914P,Kel. Duri Kepa,-6.185225,106.77307
B01915P,Kel. Duri Kosambi,-6.170102,106.7226
B01916P,Kel. Gandaria Utara,-6.257251,106.78973
B01917P,Kel. Grogol Utara,-6.208498,106.78924
B01918P,Kel. Halim Perdana Kusuma,-6.267932,106.87743
B01919P,Kel. Jati Pulo,-6.175757,106.80318
B01920P,Kel. Jelambar,-6.161564,106.78166
B01921P,Kel. Kalisari,-6.33716,106.85613
B01922P,Kel. Kamal,-6.104683,106.70625
B01924P,Kel. Kayu Putih,-6.18578,106.88844
B01925P,Kel. Kb. Kacang,-6.190837,106.81501
B01926P,Kel. Kelapa Gading Timur,-6.166273,106.90243
B01929P,Kel. Makasar,-6.278463,106.87842
B01931P,Kel. Meruya Selatan,-6.214842,106.73657
B01932P,Kel. Pegangsaan Dua,-6.1546,106.91056
B01934P,Kel. Penggilingan,-6.202675,106.93106
B01935P,Kel. Pesanggrahan 2,-6.255333,106.756496
B01936P,Kel. Pondok Kelapa,-6.229561,106.94374
B01937P,Kel. Pondok Labu,-6.306356,106.79867
B01939P,Kel. Pulo,-6.250962,106.80962
B01940P,Kel. Pulo Gebang,-6.215805,106.9546
B01941P,Kel. Rawa Bunga,-6.221597,106.86956
B01942P,Kel. Rorotan,-6.151739,106.95584
B01943P,Kel. Semanan,-6.159888,106.70498
B01944P,Kel. Semper Timur,-6.113762,106.92635
B01945P,Kel. Senen,-6.172453,106.84292
B01946P,Kel. Serdang,-6.158869,106.85615
B01947P,Kel. Srengseng,-6.203472,106.75694
B01948P,Kel. Sukabumi Selatan,-6.217815,106.76976
B01949P,Kel. Sukapura,-6.148568,106.9245
B01950P,Kel. Susukan,-6.312595,106.87518
B01952P,Kel. Tanah Sereal,-6.158668,106.80826
B01954P,Kel. Tj. Priok,-6.113159,106.8813
B01956P,Kel. Tengah,-6.290037,106.86477
B01957P,Kel. Ulujami,-6.245279,106.76273
B01959P,Kemayoran,-6.162734,106.84037
B01960P,Kemayoran Landas Pacu Timur 1,-6.152433,106.8539
B01961P,Kemayoran Landas Pacu Timur 2,-6.152025,106.85383
B01962P,Kemenkes 1,-6.230706,106.83284
B01963P,Kemenkes 2,-6.2287,106.83302
B01964P,Kemensos,-6.198662,106.85328
B01965P,Kementan,-6.294976,106.82448
B01966P,Kementerian Agama,-6.183405,106.82236
B01968P,Kementerian ESDM,-6.183203,106.82382
B01969P,Kementerian Pariwisata,-6.1795,106.82255
B01970P,Kementerian Pertanian,-6.29705,106.82127
B01971P,Kementerian PUPR,-6.236169,106.80156
B01973P,Kencana Tower Meruya Ilir,-6.198383,106.76266
B01974P,Kesatrian Kowal Cut Nyak Dhien,-6.194307,106.81436
B01975P,Kesatriyaan,-6.206703,106.85835
B01977P,KH Ahmad Dahlan,-6.247088,106.79194
B01978P,Khong Guan Biscuit Factory,-6.332726,106.86768
B01979P,Khong Guan Wahid Hasyim,-6.187193,106.82815
B01980P,Kimia Farma Grogol Utara,-6.226509,106.77839
B01981P,Kirana Boutique,-6.17413,106.8966
B01982P,KKDM,-6.239629,106.88149
B01983P,Klapa Village H. Naman,-6.238446,106.94173
B01984P,Klapa Village Pondok Kelapa,-6.238159,106.94153
B01985P,Klinik Annisa Ciracas,-6.329815,106.87439
B01986P,Klinik Dahlia Palmerah,-6.195102,106.78771
B01988P,Klinik Fakhira Manggarai Selatan,-6.220833,106.84955
B01989P,Klinik Firdausy,-6.217111,106.85528
B01990P,Klinik Hemodialisa Pandaoni Medika,-6.202247,106.89073
B01991P,Klinik Johar Medika,-6.183726,106.85608
B01993P,Klinik Kasih Medika,-6.187158,106.90063
B01994P,Klinik Otista,-6.227394,106.86709
B01995P,Klinik Persada Sari,-6.17728,106.72226
B01996P,Klinik Pratama Pesona Medika,-6.145812,106.82585
B01997P,Klinik Sapta Mitra,-6.230813,106.93469
B01998P,Klinik Sasana Husada,-6.240106,106.79406
B01999P,Klinik Win Medika,-6.220127,106.89839
B02001P,Klinik Andhika Rawa Buaya,-6.169275,106.73411
B02002P,Kober Balekambang,-6.282601,106.84932
B02003P,Kodam Bintaro,-6.25945,106.75871
B02005P,Koja Trade Mall,-6.122508,106.91677
B02006P,Kokoh Semesta,-6.1156,106.92682
B02007P,Kolong Pusri,-6.184158,106.79167
B02008P,Kolong Tol Guru Saleh,-6.257605,106.76529
B02009P,Kolong Tol Jakarta Serpong 1,-6.256082,106.76049
B02010P,Kolong Tol Jakarta Serpong 2,-6.256039,106.76062
B02012P,Komdak 1,-6.222333,106.81407
B02013P,Komdak 2,-6.221715,106.81426
B02014P,Kompas Gramedia,-6.210472,106.79598
B02015P,Komplek Abadi 1,-6.229617,106.90793
B02016P,Komplek Abadi 2,-6.229722,106.90813
B02017P,Komplek Al,-6.297741,106.84018
B02018P,Komplek Angkasa Halim PK,-6.261737,106.88599
B02020P,Komplek Beacukai Pondok Bambu,-6.23585,106.89759
B02021P,Komplek Bina Marga I,-6.233093,106.9348
B02022P,Komplek BKN Sumur Batu,-6.161675,106.87164
B02023P,Komplek BPPT,-6.194517,106.7556
B02024P,Komplek Bukit Indah Ragunan,-6.310777,106.81057
B02025P,Komplek DDN 1,-6.303426,106.79914
B02026P,Komplek Ddn Bintara Jaya,-6.242328,106.94271
B02029P,Komplek Dirgantara III Halim PK,-6.284809,106.90458
B02030P,Komplek Dittopad,-6.176224,106.86324
B02031P,Komplek DKI Joglo,-6.223129,106.73732
B02032P,Komplek Dolog Jaya,-6.24794,106.91572
B02033P,Komplek DPR Bumi Sanggraha,-6.206268,106.94826
B02034P,Komplek DPR I Kb. Jeruk,-6.198878,106.77685
B02037P,Komplek Graha Indah Green Ville,-6.17073,106.77576
B02038P,Komplek Hankam Cidodol,-6.227802,106.77836
B02039P,Komplek Imigrasi Kertapawitan,-6.152789,106.72194
B02040P,Komplek Interkota Indah,-6.165844,106.72473
B02041P,Komplek Jaya Motor Gg. H,-6.10705,106.93252
B02043P,Komplek Kav DKI Utama,-6.207697,106.73052
B02044P,Komplek Kejari Tebet Dalam,-6.241417,106.84542
B02045P,Komplek Keuangan,-6.234028,106.84417
B02046P,Komplek Keuangan Saaba,-6.215101,106.73151
B02047P,Komplek Kijang Kencana,-6.194345,106.78962
B02048P,Komplek Kodam Jaya Kb. Jeruk,-6.197819,106.77097
B02049P,Komplek KPLP Marunda,-6.128493,106.95649
B02051P,Komplek Majapahit Permai,-6.169522,106.82111
B02052P,Komplek Mandiri Giant Express 1,-6.297385,106.76499
B02053P,Komplek Mandiri Giant Express 2,-6.297573,106.76499
B02054P,Komplek Moneter,-6.205509,106.77026
B02055P,Komplek Pelni,-6.380018,106.85409
B02056P,Komplek Pemda 1,-6.212493,106.61943
B02057P,Komplek Pemda 2,-6.212336,106.61938
B02058P,Komplek Pertambangan Kelapa Dua,-6.216498,106.77065
B02059P,Komplek Pertokoan Cempaka Putih,-6.173296,106.85976
B02061P,Komplek Polri Cipinang Atas,-6.211745,106.88954
B02062P,Komplek Polri Duren Tiga,-6.254242,106.83148
B02064P,Komplek Polri Ragunan,-6.283756,106.81918
B02065P,Komplek RSPP,-6.29621,106.79946
B02066P,Komplek Ruko Interkota,-6.166979,106.72717
B02068P,Komplek Uin,-6.308924,106.75601
B02070P,Komplek Wijaya Kusuma 1,-6.229588,106.90531
B02071P,Komplek Wijaya Kusuma 2,-6.229694,106.90495
B02072P,Komplek Wijaya Kusuma 3,-6.229042,106.90486
B02073P,Komplek Wijaya Kusuma 4,-6.229031,106.90495
B02074P,Komplek Zeni Kec. Pasar Rebo,-6.339304,106.86895
B02076P,Konsil Kedokteran Indonesia,-6.194458,106.83649
B02077P,Koperasi Serba Usaha,-6.222036,106.89954
B02079P,Koramil Jln. Brigjen Katamso,-6.189138,106.80508
B02082P,Casablanca,-6.22425,106.84452
B02085P,KPK,-6.207575,106.8302
B02086P,KPP Pratama Cakung 2,-6.187946,106.96142
B02087P,KPP Pratama Cilandak,-6.292521,106.80893
B02088P,KPP Pratama Jakarta Pluit,-6.132331,106.82082
B02089P,KPP Pratama Koja,-6.130276,106.89903
B02090P,KPP Pratama Pasar Rebo,-6.301337,106.86865
B02091P,KPP Pratama Tambora,-6.136138,106.81037
B02092P,KPP Pratama Tanah Abang,-6.197731,106.8144
B02093P,KPP Pratama Tanah Abang Satu,-6.202066,106.806803
B02094P,KPPU,-6.167212,106.8226
B02095P,KPU,-6.199411,106.82749
B02096P,Kramat Pela,-6.249958,106.79544
B02099P,KUA Kramat Jati,-6.291901,106.87559
B02100P,KUA Palmerah,-6.194208,106.79191
B02101P,KUA Pasar Minggu,-6.300085,106.82626
B02102P,Kuningan Barat 1,-6.237361,106.82759
B02103P,Kuningan Madya 2,-6.213358,106.83027
B02104P,Kuningan Media,-6.208989,106.83039
B02105P,Kuningan Timur 2,-6.235912,106.82765
B02106P,Kusuma Timur Vihara Dharma Bhakti,-6.144916,106.78076
B02107P,Kwk Unkermil Timur II,-6.245641,106.91984
B02108P,Lakesgilut TNI AU 1,-6.287631,106.89811
B02109P,Lakesgilut TNI AU 2,-6.287858,106.89803
B02110P,Lapangan Arcici,-6.18326,106.86908
B02111P,Lapangan Banteng 1,-6.1713,106.83368
B02112P,Lapangan Banteng 2,-6.171659,106.83527
B02113P,Lapangan Blok O Pengadegan,-6.248374,106.85793
B02114P,Lapangan Blok S,-6.237011,106.81421
B02115P,Lapangan Bola Danu Setiawan,-6.252242,106.89466
B02116P,Lapangan Bola Meruya Ilir,-6.197423,106.76661
B02117P,Lapangan Hankam,-6.258139,106.76796
B02118P,Lapangan Kaprina,-6.347866,106.88461
B02120P,Lapangan PIK Penggilingan,-6.205229,106.92882
B02121P,Lapangan Pondok Gede,-6.28213,106.91371
B02122P,Lapangan Ros,-6.225111,106.8546
B02124P,Lapangan Segitiga 2,-6.277336,106.88811
B02126P,Laut Banda,-6.23357,106.91345
B02127P,Layur 1,-6.193666,106.89905
B02128P,Layur 2,-6.19339,106.89862
B02129P,Lebak Bulus Jak Lingko,-6.289301,106.77299
B02130P,Lembaga Ilmu Pengetahuan 1,-6.228921,106.81852
B02132P,Lemigas,-6.237935,106.76689
B02133P,Lenteng Agung,-6.322025,106.83629
B02134P,Lenteng Agung Barat,-6.308962,106.83803
B02135P,Les Belles Maisons 1,-6.262578,106.65378
B02136P,Les Belles Maisons 2,-6.262386,106.65391
B02137P,Lexington,-6.272782,106.76593
B02139P,Limo,-6.225483,106.78881
B02140P,Lintas Atas Kuningan Mampang,-6.237898,106.82676
B02141P,Lion Center,-6.240451,106.87898
B02142P,Lion Metal 1,-6.18568,106.95108
B02143P,Lion Metal 2,-6.185858,106.95209
B02144P,Lippo Mall Kramat Jati,-6.270835,106.86741
B02145P,Litbang Depnaker Jaktim,-6.31213,106.86264
B02146P,Litbang Pertanian,-6.285245,106.83725
B02150P,Logistik Polri,-6.211521,106.88989
B02151P,London School,-6.205065,106.81662
B02153P,Lotte Mall Kelapa Gading 2,-6.154794,106.89603
B02154P,Lotte Mall Kuningan 1,-6.22332,106.8229
B02155P,Satrio 6,-6.222992,106.82306
B02156P,Lotte Mart Kelapa Gading,-6.154215,106.89467
B02157P,Lotte Mart Serpong 1,-6.248159,106.64973
B02158P,Lotte Mart Serpong 2,-6.248116,106.64991
B02159P,LP Cipinang,-6.214568,106.88574
B02160P,LP3I,-6.286793,106.84369
B02161P,LPP RRI 1,-6.252131,106.7913
B02164P,LPPI,-6.262043,106.81581
B02167P,Mabes Au Dinas Psikologi,-6.251267,106.88826
B02168P,Madrasah Aliyah Citra Cendekia,-6.35789,106.8006
B02169P,Madrasah Hasanatuddarain,-6.22101,106.90464
B02170P,Madya Kebantenan,-6.114347,106.9265
B02171P,Mahaka Square,-6.149939,106.90213
B02172P,Makam Pangeran Jayakarta,-6.202329,106.90056
B02173P,Makam Serang 1,-6.197579,106.7351
B02174P,Makam Serang 2,-6.197506,106.73537
B02176P,Mako Ops AU I,-6.276548,106.88667
B02177P,Malaka 1 Gg. 2 Rorotan,-6.138467,106.95453
B02178P,Malaka 1 Gg. 3 Rorotan,-6.139309,106.95461
B02179P,Malaka 1 Gg. 5 Rorotan,-6.137053,106.95474
B02180P,Malaka 1 Gg. Veteran,-6.147191,106.95636
B02181P,Malaka Country Estate,-6.223571,106.94223
B02182P,Malaka Jaya RW11 Rorotan,-6.144631,106.9562
B02183P,Ambassador,-6.224125,106.82663
B02184P,Mall Artha Gading,-6.144601,106.89146
B02185P,Mall Bale Kota,-6.181306,106.64346
B02186P,Mall Basura 1,-6.225218,106.87856
B02187P,Mall Basura 2,-6.225004,106.87763
B02188P,Mall Cijantung,-6.312041,106.86245
B02189P,Mall Cipinang Indah 1,-6.239676,106.89405
B02190P,Mall Cipinang Indah 2,-6.240012,106.89432
B02191P,Mall Kelapa Gading,-6.156338,106.90815
B02192P,Mall Metropolitan,-6.247861,106.99215
B02193P,Mall Taman Palem 1,-6.139762,106.73287
B02194P,Mall Taman Palem 2,-6.139245,106.73032
B02195P,Mall Taman Palem 3,-6.140548,106.73011
B02196P,Mall Thamrin City,-6.194341,106.81453
B02197P,Mampang 5,-6.24539,106.82584
B02198P,Mampang Prapatan 1,-6.242554,106.82585
B02199P,Mampang Prapatan 2,-6.242094,106.82556
B02201P,Man 15 Jakarta,-6.34233,106.88636
B02202P,Man 18 Jakarta,-6.232575,106.94293
B02203P,Man 2 Jakarta,-6.321342,106.88332
B02204P,MAN 21,-6.158853,106.95786
B02205P,MAN 4 Jakarta,-6.281498,106.77201
B02206P,Man 6 Jakarta,-6.359586,106.88281
B02207P,Mandara Permai 5,-6.116188,106.76214
B02208P,Mandara Permai 6,-6.11621,106.75871
B02209P,Mandiri Griya Mampang,-6.240269,106.82884
B02211P,Mangga Dua 1,-6.136254,106.82647
B02212P,Mangga Dua Plaza,-6.135929,106.82836
B02213P,Mangga Dua Square,-6.135311,106.83102
B02214P,Manggala Wanabakti,-6.204951,106.79963
B02215P,Kuningan 18,-6.225239,106.83015
B02219P,Margasatwa 1,-6.116038,106.76903
B02220P,Margasatwa 2,-6.116182,106.76908
B02221P,Markas,-6.177758,106.77997
B02222P,Markas Intai Amfibi Marunda,-6.114361,106.94998
B02223P,Marlindo Marunda,-6.121746,106.95715
B02224P,Masjid Ad Dawah,-6.164028,106.90686
B02226P,Masjid Al Akhbar PWI 1,-6.233368,106.88872
B02227P,Masjid Al Akhbar PWI 2,-6.233343,106.88858
B02228P,Masjid Al Akhyar Cipete,-6.269685,106.80493
B02229P,Masjid Al Bakrie,-6.219141,106.83784
B02231P,Masjid Al Barkah 1,-6.184871,106.9456
B02232P,Masjid Al Barkah 2,-6.184779,106.94595
B02234P,Masjid Al Barokah 1,-6.301819,106.91382
B02236P,Masjid Al Birru Warrohmah,-6.336957,106.83006
B02238P,Masjid Al Fida Komodor Halim,-6.262732,106.88514
B02239P,Masjid Al Hawi Cililitan,-6.263505,106.86419
B02240P,Masjid Al Hidayah,-6.216385,106.86296
B02241P,Masjid Al Hidayah Cipete,-6.258835,106.80678
B02242P,Masjid Al Hidayah Kebantenan,-6.112872,106.92713
B02243P,Masjid Al Huda Balai Rakyat,-6.224484,106.90008
B02244P,Masjid Al Huda Kemayoran,-6.163822,106.85274
B02246P,Masjid Al Istiqomah Tomang,-6.171213,106.79872
B02249P,Masjid Al Karomah Cipete,-6.273435,106.80064
B02251P,Masjid Al Madinah,-6.204966,106.77928
B02253P,Masjid Al Mukarromah Jampea,-6.108361,106.90098
B02254P,Masjid Al Mukarromah Lagoa,-6.112929,106.91075
B02255P,Masjid Al Mumin,-6.175528,106.90865
B02257P,Masjid Al Muqarrabin Cipinang,-6.211793,106.8851
B02258P,Masjid Al Murtamiyyah Marunda,-6.107261,106.96159
B02259P,Masjid Al Waqof,-6.110646,106.91733
B02260P,Masjid Alfalah Annaniyah,-6.114116,106.70743
B02261P,Masjid Alhikmah Duren Sawit,-6.239993,106.91261
B02262P,Masjid Amar Maruf 1,-6.255234,107.02205
B02263P,Masjid Amar Maruf 2,-6.255062,107.02206
B02264P,Masjid Annur Pengadegan,-6.249483,106.84954
B02265P,Masjid Annur Radio Dalam,-6.260666,106.78889
B02266P,Masjid Ar Rayyan Kementerian BUMN,-6.183117,106.82536
B02269P,Masjid Arrohmah,-6.314733,106.83653
B02270P,Masjid As Saadah Datuk Ibrahim,-6.276219,106.85564
B02271P,Masjid As Saadah Raya Bekasi,-6.189577,106.96601
B02272P,Masjid As Sudairi,-6.220626,106.8591
B02273P,Masjid Assaadah Malaka Jaya,-6.22578,106.93879
B02274P,Masjid Assuada,-6.194327,106.90544
B02276P,Masjid At Taqwa,-6.24055,106.6472
B02277P,Masjid At Taqwa 1,-6.276957,106.84587
B02278P,Masjid At Taqwa 2,-6.277593,106.84563
B02279P,Masjid At Taqwa H. Ipin,-6.311402,106.79278
B02281P,Masjid At Tin,-6.298547,106.88326
B02282P,Masjid Attahiriyah,-6.225242,106.86019
B02283P,Masjid Baitul Hijrah Pondok Kopi,-6.218844,106.94692
B02284P,Masjid Baitul Hilmi Tomang,-6.173897,106.79499
B02286P,Masjid Baitul Mukhlish Serdang,-6.155614,106.85854
B02287P,Masjid Baiturrahman 1,-6.210375,106.61931
B02288P,Masjid Baiturrahman 2,-6.209473,106.61918
B02290P,Masjid Baiturrohman Jati Pulo,-6.180697,106.80715
B02291P,Masjid Cut Meutia 1,-6.186763,106.834
B02292P,Masjid Cut Meutia 2,-6.187451,106.83381
B02293P,Masjid Darul Falah Petukangan 1,-6.23451,106.75144
B02294P,Masjid Darul Falah Petukangan 2,-6.234767,106.75144
B02295P,Masjid Darul Huda 1,-6.249332,106.89109
B02296P,Masjid Darul Huda 2,-6.249131,106.89149
B02297P,Masjid Darul Quran,-6.291176,106.77111
B02298P,Masjid Darussalam Cipedak,-6.346656,106.81014
B02299P,Masjid El Syifa Ciganjur,-6.333203,106.80736
B02300P,Masjid Guru Amin,-6.258186,106.8434
B02302P,Masjid Hidayatussalam,-6.245632,106.88115
B02303P,Masjid Hifdzirrahim,-6.257359,106.75963
B02306P,Masjid Jami Al Badariah Kemayoran,-6.153055,106.85922
B02307P,Masjid Jami Al Barkah 1,-6.229411,106.91212
B02308P,Masjid Jami Al Barkah 2,-6.229538,106.91204
B02310P,Masjid Jami Al Fallah,-6.111213,106.92576
B02312P,Masjid Jami Al Ihsan Kemayoran,-6.163404,106.85285
B02313P,Masjid Jami Al Inayah,-6.224554,106.86945
B02314P,Masjid Jami Al Ittihadiyah,-6.16615,106.73488
B02316P,Masjid Jami Al Khoiriyah,-6.136743,106.96787
